,company,name,Срок годности:,volume,price,Год выпуска:,Группа ароматов:,Верхние ноты:,Ноты сердца:,Базовые ноты:,Страна производства:,Производитель:
1736,Tonino-Lamborghini,Titanium,36 месяцев с момента апробирования,0,0,2001,фужерные;древесные,бергамот;грейпфрут;дыня;красное яблоко;танжерин;зеленые ноты,базилик;береза;лаванда;гвоздика (пряность),амбра;ваниль;мускус;пачули;сандал;Вирджинский кедр,Италия,Desire Fragrances
1737,Tonino-Lamborghini,Acqua,36 месяцев с момента апробирования,125 мл,5 506 р.,2013,фужерные;древесные,кардамон;мускатный шалфей;юзу,мускатный орех;яблоко,бобы тонка;кедр;сандал,Италия,Desire Fragrances
1738,Tonino-Lamborghini,Forza,36 месяцев с момента апробирования,0,0,2008,фужерные;древесные,бергамот;перец;ягоды можжевельника,кипарис;тмин;петитгрейн,ветивер;пачули;сандал,Италия,Desire Fragrances
1739,Tonino-Lamborghini,Sportivo,36 месяцев с момента апробирования,0,0,2012,пряные;древесные,горький апельсин;кардамон;стручковый перец,лаванда;черный чай;шалфей,белый кедр;ветивер;лабданум,Италия,Desire Fragrances
1740,Tonino-Lamborghini,Classico,36 месяцев с момента апробирования,10 мл,456 р.,2013,фужерные;пряные,кардамон;лимон;маракуйя,базилик;лаванда;шалфей,бензоин;бобы тонка;древесные ноты,Италия,Desire Fragrances
1741,Tonino-Lamborghini,L1,36 месяцев с момента апробирования,0,0,2014,кожаные;шипровые,кожа;перец,табак,ветивер;мускус,Италия,Desire Fragrances
1742,Tonino-Lamborghini,Intenso-Tonino-Lamborghini,36 месяцев с момента апробирования,125 мл,5 262 р.,2010,кожаные,бергамот;зеленые ноты;яблоко гренни смит,кожа;Вирджинский кедр,амбра;бензоин;бобы тонка,Италия,Desire Fragrances
1743,Tonino-Lamborghini,Lamborghini-Pour-Homme,36 месяцев с момента апробирования,0,0,1999,древесные;шипровые,арбуз;бергамот;дыня;лайм;танжерин,артемизия;кориандр;лаванда;мускатный орех;перец;шалфей;ягоды можжевельника,дубовый мох;кипарис;корень ириса;мускус;пачули;Вирджинский кедр,Италия,Desire Fragrances
1744,Jivago,Connect-Jivago1,36 месяцев с момента апробирования,75 мл,5 262 р.,2006,цитрусовые;древесные,бергамот;лимон;мандарин,белый перец;герань;кардамон;мускатный орех,амбра;кедр;пачули,Соединённые Штаты Америки,
1745,Jivago,24k,36 месяцев с момента апробирования,100 мл,13 378 р.,,восточные;пряные;древесные,кардамон,кориандр,ветивер;сандал,Соединённые Штаты Америки,
1746,Jivago,Millenium-Hope,36 месяцев с момента апробирования,125 мл,6 804 р.,1999,фужерные;древесные,лайм;лимон;мандарин;мускатный орех,апельсин;герань;кипарис;корень ириса,бобы тонка;лабданум;мускус;сандал;Вирджинский кедр,Соединённые Штаты Америки,
1747,Jivago,Jivago-7-Elements,36 месяцев с момента апробирования,0,0,1998,восточные;древесные,имбирь;шалфей,белый кедр;корица,амбра;ваниль;мускус;пачули,Соединённые Штаты Америки,
1748,Roja-Dove,Scandal-Pour-Homme,36 месяцев с момента апробирования,50 мл,24 952 р.,2011,фужерные,базилик;бергамот;лаванда;лимон;мята;тархун;петитгрейн,жасмин;ландыш;майская роза;фиалка,белый кедр;бобы тонка;ветивер;гвоздика;дубовый мох;кардамон;кашемировое дерево;лабданум;мускатный орех;мускус;пачули;ревень;сандал;серая амбра,Великобритания,
1749,Roja-Dove,Danger-Pour-Homme-Parfum-Cologne,36 месяцев с момента апробирования,100 мл,16 450 р.,2019,фужерные;восточные,бергамот;лаванда;лимон;тархун,жасмин;ландыш;фиалка,белый кедр;бобы тонка;ваниль;ветивер;гальбанум;гвоздика;дубовый мох;кожа;мускус;пачули;ревень;серая амбра;тмин;древесные ноты,Великобритания,
1750,Roja-Dove,Vetiver-Pour-Homme-Parfum-Cologne,36 месяцев с момента апробирования,100 мл,16 450 р.,2019,шипровые,бергамот;лимон;литсея кубеба,жасмин;лабданум;майская роза,амирис;белый кедр;ветивер;гальбанум;дубовый мох;кедр;лабданум;мускатный орех;перец;розовый перец;тмин;гваяк;семена сельдерея,Великобритания,
1751,Roja-Dove,Scandal-Pour-Homme-Parfum-Cologne,36 месяцев с момента апробирования,100 мл,16 450 р.,2019,фужерные,базилик;бергамот;лаванда;лимон;мята;тархун;петитгрейн,жасмин;ландыш;майская роза;фиалка,белый кедр;бобы тонка;ветивер;гвоздика;дубовый мох;кардамон;кашемировое дерево;лабданум;мускатный орех;мускус;пачули;ревень;сандал;серая амбра,Великобритания,
1752,Roja-Dove,51-Pour-Homme,36 месяцев с момента апробирования,0,0,2015,восточные,бергамот;лаванда;лимон,герань;жасмин;роза;фиалка;иланг-иланг,амбретта;белый кедр;бензоин;береза;ваниль;гальбанум;дубовый мох;кашмеран;кожа;корица;лабданум;мускатный орех;мускус;пачули;розовый перец;сандал;тмин;уд;шафран;опопонакс,Великобритания,
1753,Roja-Dove,Goodmans-Bergdorf-Goodman,36 месяцев с момента апробирования,0,0,,цветочные;восточные,бергамот;мандарин,жасмин;майская роза;нероли;иланг-иланг,белый кедр;ветивер;кардамон;кориандр;корица;ладан;мускус;пачули,Великобритания,
1754,Roja-Dove,Elysium-Pour-Homme-parfum-Cologne,36 месяцев с момента апробирования,3 мл,973 р.,2017,фужерные,бергамот;грейпфрут;лаванда;лайм;лимон;мускус;полынь;тимьян,жасмин;ландыш;майская роза;черная смородина;яблоко,амбра;бензоин;ваниль;ветивер;гальбанум;кедр;кожа;лабданум;мускус;розовый перец;ягоды можжевельника;нагармота,Великобритания,
1755,Roja-Dove,Danger-Pour-Homme,36 месяцев с момента апробирования,50 мл,17 367 р.,2011,восточные,бергамот;лаванда;лимон;тархун,жасмин;ландыш;фиалка,амбра;бобы тонка;ваниль;ветивер;гальбанум;гвоздика;дубовый мох;кедр;кожа;мускус;пачули;ревень;тмин;древесные ноты,Великобритания,
1756,Roja-Dove,Apex,36 месяцев с момента апробирования,1.7 мл,1 373 р.,2022,кожаные,апельсин;бергамот;лимон;мандарин,ананас;жасмин;ладанник критский,амбра;бензоин;гальбанум;дубовый мох;кашемировое дерево;кипарис;кожа;лабданум;мускус;олибанум;пачули;пихтовый бальзам;ром;сандал;серая амбра;табак;элеми;ягоды можжевельника,Великобритания,
1757,Roja-Dove,Oligarch,36 месяцев с момента апробирования,5 мл,8 328 р.,2016,шипровые,бергамот;лаванда;лайм;лимон;чабрец,жасмин;кокос;лилия;черная смородина;яблоко;цветок апельсина;чампака,амбра;анис;белый кедр;береза;бобы тонка;ваниль;дубовый мох;кожа;корень фиалки;мате;мускус;пачули;розовый перец;ягоды можжевельника,Великобритания,
1758,Roja-Dove,Elysium-Eau-Intense,36 месяцев с момента апробирования,100 мл,20 722 р.,2023,фужерные,артемизия;бергамот;грейпфрут;лаванда;лайм;мускус;ревень;чабрец,жасмин;ландыш;майская роза;тубероза;черная смородина;яблоко;цветок апельсина,бензоин;ваниль;ветивер;гальбанум;кедр;кожа;лабданум;лист фиалки;можжевельник;мускус;серая амбра;сухая древесина;черный перец;нагармота,Великобритания,
1759,Roja-Dove,Fetish-Pour-Homme,36 месяцев с момента апробирования,0,0,2012,шипровые,бергамот;лайм;лимон,жасмин;инжир;нероли;фиалка,бензоин;ваниль;ветивер;дубовый мох;кардамон;кастореум;кожа;корица;лабданум;мускус;пачули;перец;серая амбра;элеми,Великобритания,
1760,Roja-Dove,Vetiver-Pour-Homme,36 месяцев с момента апробирования,50 мл,27 992 р.,2012,пряные;древесные,бергамот;лимон,жасмин;лабданум;роза,амирис;ветивер;гальбанум;дубовый мох;кедр;лабданум;мускатный орех;перец;розовый перец;тмин;семена сельдерея;хвойные ноты;гваяк,Великобритания,
1761,Roja-Dove,Enigma-Pour-Homme-Parfum-Cologne,36 месяцев с момента апробирования,3 мл,984 р.,2019,восточные;пряные,бергамот;лимон;мандарин,гелиотроп;герань;жасмин;майская роза;нероли,амбра;бензоин;ваниль;имбирь;кардамон;коньяк;пачули;перец;сандал;табак,Великобритания,
1762,Roja-Dove,Elysium-Pour-Homme-Parfum,36 месяцев с момента апробирования,50 мл,53 836 р.,2017,восточные,бергамот;грейпфрут;лаванда;лайм;лимон;мускус;полынь;тимьян,жасмин;ландыш;майская роза;черная смородина;яблоко,амбра;бензоин;ваниль;ветивер;гальбанум;кедр;кожа;лабданум;мускус;розовый перец;ягоды можжевельника;нагармота,Великобритания,
1763,Roja-Dove,Reckless-Pour-Homme,36 месяцев с момента апробирования,0,0,2014,шипровые,бергамот;лаванда;лавр;лимон,жасмин;лабданум;роза,белый кедр;бобы тонка;ветивер;гвоздика;дубовый мох;имбирь;кардамон;кипарис;корень ириса;корица;лабданум;ладан;мускус;перец;сандал;стиракс,Великобритания,
1764,Roja-Dove,Enigma-Pour-Homme,36 месяцев с момента апробирования,5 мл,5 249 р.,2013,восточные;табачные,бергамот,гелиотроп;герань;жасмин;майская роза;нероли,бензоин;ваниль;имбирь;кардамон;коньяк;пачули;перец;сандал;серая амбра;табак,Великобритания,
1765,Roja-Dove,Risque-Roja-Dove,36 месяцев с момента апробирования,0,0,2012,цитрусовые;древесные,бергамот;лаванда;лимон,герань;жасмин;персик,белый кедр;бобы тонка;ветивер;дубовый мох;кардамон;лабданум;ладан;розовый перец;семена моркови;мирра,Великобритания,
1766,Roja-Dove,Set,36 месяцев с момента апробирования,0,0,,ароматические,ароматические ноты,ароматические ноты,ароматические ноты,Великобритания,
1767,Ferre,Gf-Ferre,36 месяцев с момента апробирования,30 мл,7 474 р.,2004,пряные;зеленые,бергамот;кардамон;полынь,кориандр;мускатный орех,гелиотроп;тмин,Италия,Angelini Beauty
1768,Ferre,Pontaccio-21,36 месяцев с момента апробирования,50 мл,13 531 р.,2000,древесные;шипровые,желтый мандарин;кардамон;лайм;нероли;розмарин,жасмин;кипарис;нарцисс;роза;шалфей,кожа;мускус;пачули;ангелика;мирра,Италия,Angelini Beauty
1769,Ferre,Gianfranco-Ferre,36 месяцев с момента апробирования,5 мл,1 474 р.,1986,восточные;пряные,бергамот;лаванда,iso e super;пачули,амброксан;ваниль,Италия,Angelini Beauty
1770,Ferre,Ferre-For-Men,36 месяцев с момента апробирования,100 мл,18 005 р.,2006,цветочные;мускусные;древесные,ананас;бергамот;ирис;лаванда,герань;ирис;роза;цветок апельсина;египетский жасмин,амбра;бобы тонка;ваниль;ветивер;дубовый мох;мускус;пачули;сандал,Италия,Angelini Beauty
1771,Ferre,Luomo-Ferre,36 месяцев с момента апробирования,5 мл,420 р.,2016,восточные,бергамот;имбирь;кардамон;перец,артемизия;зеленое яблоко;фиалка;шалфей,амбра;белый кедр;ваниль;дубовый мох;сандал,Италия,Angelini Beauty
1772,Ferre,Acqua-Azzurra,36 месяцев с момента апробирования,5 мл,491 р.,2008,свежие;древесные,бергамот;розмарин;цветок апельсина,белая роза;имбирь;лист фиалки,морские ноты;пачули;гваяк,Италия,Angelini Beauty
1773,Ferre,In-The-Mood-For-Love-Ferre,36 месяцев с момента апробирования,50 мл,15 797 р.,2011,ориентальные;пряные;древесные,грейпфрут;лаванда;перец,кардамон;кориандр;цветок апельсина,бобы тонка;кедр;пачули,Италия,Angelini Beauty
1774,Ferre,Black-Ferre,36 месяцев с момента апробирования,50 мл,6 120 р.,2015,пряные;древесные,грейпфрут;лаванда;перец,кардамон;кориандр;цветок апельсина,пачули;тиковое дерево,Италия,Angelini Beauty
1775,Ferre,Fougere-Italiano,36 месяцев с момента апробирования,100 мл,3 909 р.,2020,древесные;фужерные,бергамот;розовый перец,жасмин,кедр;мускус,Италия,Angelini Beauty
1776,Ferre,Bergamotto-Marino,36 месяцев с момента апробирования,0,0,2005,цветочные;ароматические,бергамот,жасмин;ландыш,мускус,Италия,Angelini Beauty
1777,Ferre,Blue-Musk,36 месяцев с момента апробирования,60 мл,8 208 р.,2007,древесные,ананас;бергамот;дыня;мандарин;черная смородина,жасмин;лаванда;фиалка,амбра;ветивер;мускус;пачули;махагони,Италия,Angelini Beauty
1778,Bottega-Veneta,Pour-Homme-Bottega-Veneta,36 месяцев с момента апробирования,3 мл,573 р.,2013,кожаные,можжевельник,мускатный шалфей,кожа;лабданум;пачули,Италия,Coty
1779,Bottega-Veneta,Essence-Aromatique,36 месяцев с момента апробирования,7.5 мл,2 578 р.,2016,фужерные;древесные;ароматические,бергамот;цитрусы,ароматические ноты,кедр;пачули,Италия,Coty
1780,Bottega-Veneta,Pour-Homme-Parfum,36 месяцев с момента апробирования,7.5 мл,6 197 р.,2017,кожаные,белый кедр;кардамон,еловая смола;стручковый перец,бобы тонка;кожа;лабданум,Италия,Coty
1781,Bottega-Veneta,Illusione-For-Him,36 месяцев с момента апробирования,50 мл,8 062 р.,2019,древесные,горький апельсин;лимон,белый кедр;еловая смола,бобы тонка;ветивер,Италия,Coty
1782,Bottega-Veneta,Illusione-Bois-Nu-For-Him,36 месяцев с момента апробирования,3 мл,889 р.,2021,цветочные;древесно-мускусные,бергамот;горький апельсин;лимон,масло монои,ваниль;пачули;древесные ноты,Италия,Coty
1783,Bottega-Veneta,Pour-Homme-Extreme,36 месяцев с момента апробирования,50 мл,18 005 р.,2015,кожаные,бергамот;сосна;ягоды можжевельника,ель;мускатный орех;стручковый перец,кожа;лабданум;пачули,Италия,Coty
1784,Lomani,Intense-Black,36 месяцев с момента апробирования,0,0,2014,фужерные;древесные,бергамот;лимон;розовый перец,атласский кедр;гальбанум;мускатный орех;Атласский кедр;травы,белый мускус;ладан;сандал;уд,Франция,Parour
1785,Lomani,Original-Lomani,36 месяцев с момента апробирования,0,0,,фужерные;древесные,бергамот;лимон;нероли,дубовый мох;жасмин;лаванда,ветивер;мускус;пачули;сандал,Франция,Parour
1786,Lomani,El-Paso,36 месяцев с момента апробирования,0,0,2002,древесные,бергамот;лаванда;лимон;тимьян;эвкалипт,гвоздика;жасмин;можжевельник;мускатный орех,дубовый мох;кедр;мускус;сандал;серая амбра,Франция,Parour
1787,Lomani,Royal,36 месяцев с момента апробирования,0,0,2024,древесные;цитрусовые,мандарин,бергамот;лимон;мускатный шалфей,белый мускус;бобы тонка;ветивер;карамель;мох;пачули,Франция,Parour
1788,Lomani,Lomax,36 месяцев с момента апробирования,0,0,,фужерные;пряные,бергамот;клен;мандарин;зеленые ноты,белый кедр;гвоздика;герань;кардамон;фиалка,дубовый мох;мускус;пачули;сандал;серая амбра,Франция,Parour
1789,Lomani,White-Intense,36 месяцев с момента апробирования,0,0,,цитрусовые;фужерные,апельсин;бергамот;кардамон;цитрусы,атласский кедр;иланг-иланг;зеленые ноты;Атласский кедр,белый мускус;ветивер;древесные ноты,Франция,Parour
1790,Lomani,Uncontrol,36 месяцев с момента апробирования,0,0,2014,цитрусовые;зеленые,свежие ноты,цитрусы,зеленые ноты,Франция,Parour
1791,Lomani,Mystic,36 месяцев с момента апробирования,0,0,,,,,,Франция,Parour
1792,Lomani,Heroes,36 месяцев с момента апробирования,0,0,2014,цитрусовые;цветочные,лимон,герань;мята;яблоко,бобы тонка,Франция,Parour
1793,Lomani,Code-Lomani,36 месяцев с момента апробирования,0,0,,фужерные,лаванда;лимон;танжерин,ветивер;кедр;кориандр;можжевельник;пачули,амбра;дубовый мох,Франция,Parour
1794,Lomani,First,36 месяцев с момента апробирования,0,0,2016,древесные;ароматические,бергамот;груша;кориандр,белый кедр;герань;кардамон,амбра;мускус;сандал,Франция,Parour
1795,Lomani,XXX,36 месяцев с момента апробирования,0,0,2018,древесные;пряные,дыня;имбирь;кардамон,герань;карамель;элеми,амбра;ваниль;кедр,Франция,Parour
1796,Lomani,Ghost,36 месяцев с момента апробирования,0,0,2023,цветочные;цитрусовые,лимон,лаванда,ваниль;ветивер,Франция,Parour
1797,Lomani,Body-And-Soul,36 месяцев с момента апробирования,0,0,,пряные;древесные;табачные,грейпфрут;перец,белый табак;лаванда;мирра,амбра;белый кедр;ваниль;мускус,Франция,Parour
1798,Lomani,Lomax-Horizon,36 месяцев с момента апробирования,0,0,,водяные;древесные,дыня;морские ноты;цитрусы,мускатный орех;пачули;розмарин,мускус;древесные ноты;пудровые ноты,Франция,Parour
1799,Lomani,Ab-Spirit-Millionaire,36 месяцев с момента апробирования,2 мл,312 р.,,древесные,бергамот;лимон,дубовый мох;ирис;роза;эвкалипт,кедр;мускус;сандал,Франция,Parour
1800,Lomani,Adventurer,36 месяцев с момента апробирования,0,0,,,,,,Франция,Parour
1801,Lomani,Lomani-King,36 месяцев с момента апробирования,0,0,2015,ароматические,,,,Франция,Parour
1802,Lomani,Mister-Lomani,36 месяцев с момента апробирования,0,0,,фужерные,бергамот;лимон,жасмин;кардамон;сандал,амбра;мускус,Франция,Parour
1803,Lomani,Ab-Spirit,36 месяцев с момента апробирования,0,0,2000,цветочные;древесные,бергамот;цитрусы,ирис;роза;эвкалипт,белый кедр;дубовый мох;мускус;сандал,Франция,Parour
1804,Lomani,Acqua-Per-Uomo,36 месяцев с момента апробирования,0,0,2020,древесные;свежие,бергамот;лайм;лимон;мандарин,кориандр;морские ноты;фрезия;цикламен,дубовый мох;кедр;мускус;пачули,Франция,Parour
1805,Lomani,L-Aventurier,36 месяцев с момента апробирования,0,0,,,,,,Франция,Parour
1806,Lomani,14264,36 месяцев с момента апробирования,0,0,,фужерные;восточные,бергамот;цитрусы,гвоздика;герань;корица;лабданум;лаванда,белый кедр;дубовый мох;мускус;пачули;сандал,Франция,Parour
1807,Lomani,Lomani-Victorie,36 месяцев с момента апробирования,0,0,2013,свежие;древесные;ароматические,апельсин;бергамот;грейпфрут,гальбанум;морские ноты,ладан;мускатный орех;мускус;пихтовый бальзам;сандал,Франция,Parour
1808,Lomani,Gold-Lomani,36 месяцев с момента апробирования,0,0,,пряные;древесные,бергамот;зеленое яблоко;кардамон;мандарин,жасмин;кориандр;мускатный орех;зира (кумин),амбра;белый кедр;белый мускус;ваниль,Франция,Parour
1809,Lomani,Blue-Sky,36 месяцев с момента апробирования,0,0,2014,фужерные;древесные,апельсин;бергамот;лимон;мускатный орех;элеми,атласский кедр;ветивер;турецкая роза;Атласский кедр;травы,белый мускус;лабданум;пачули;древесные ноты,Франция,Parour
1810,Lomani,Do-It-Lomani,36 месяцев с момента апробирования,0,0,,фужерные;древесные,бергамот;гальбанум;кориандр;лимон;можжевельник,гвоздика;герань;лаванда;мускатный орех;фиалка,амбра;дубовый мох;ирис;мускус;пачули;сандал,Франция,Parour
1811,Lomani,Strong,36 месяцев с момента апробирования,0,0,2016,фужерные,кардамон;лист фиалки;малина,шалфей,белый кедр;ваниль,Франция,Parour
1812,Lomani,Pour-Homme-Lomani,36 месяцев с момента апробирования,100 мл,2 415 р.,1987,,лаванда;лимон;мандарин,ветивер;кедр;кориандр;можжевельник;пачули,амбра;дубовый мох,Франция,Parour
1813,Lomani,Essential-Lomani,36 месяцев с момента апробирования,0,0,2010,цветочные;пряные,бергамот;лаванда;фруктовые ноты;зеленые ноты,ландыш,бобы тонка;ваниль;мускус;пачули;сандал;высушенная древесина,Франция,Parour
1814,Sooud,Jazzab-Eau-Fine,36 месяцев с момента апробирования,0,0,2020,восточные;амбровые,бергамот;лаванда;лист корицы,ирис;шафран;мирра,белый кедр;серая амбра;уд,Франция,
1815,Enrico-Gi,The-9-Herbaceous-Wood,36 месяцев с момента апробирования,0,0,2011,цветочные;древесные,ирис;иланг-иланг;пряные ноты,ваниль;клевер,имбирь;пачули,Италия,
1816,Rasputin,Rasputin,36 месяцев с момента апробирования,0,0,2009,древесные;табачные,лавр;плющ;розмарин;тимьян,атласский кедр;лабданум;пачули;табак;Атласский кедр,жасмин;древесина;цветочные ноты;водные ноты,Италия,
1817,Coty,Aspen,36 месяцев с момента апробирования,118 мл,3 483 р.,1989,фужерные,бергамот;гальбанум;лимон;зеленые ноты,герань;жасмин;кориандр;лаванда;можжевельник;цикламен;цветок апельсина,амбра;белый кедр;дубовый мох;мускус;пихтовый бальзам,Соединённые Штаты Америки,Coty
1818,Coty,Stetson-Original ,36 месяцев с момента апробирования,0,0,1981,пряные;фужерные,бергамот;лаванда;лайм;лимон;шалфей,ветивер;гвоздика;герань;жасмин;кедр;пачули,амбра;бобы тонка;ваниль;мускус;мёд,Соединённые Штаты Америки,Coty
1819,Coty,Avatar,36 месяцев с момента апробирования,0,0,1997,фужерные;пряные,ананас;бергамот;кориандр;древесные ноты,ананас;бергамот;кориандр;древесные ноты,ананас;бергамот;кориандр;древесные ноты,Соединённые Штаты Америки,Coty
1820,Coty,Aspen-Discovery,36 месяцев с момента апробирования,0,0,2001,фужерные,цитрусы,древесные ноты,лаванда;мускус,Соединённые Штаты Америки,Coty
1821,Coty,Crossmen-Across,36 месяцев с момента апробирования,0,0,1999,фруктовые;фужерные,ананас;бергамот;грейпфрут,лесной орех;черный перец;флердоранж,бобы тонка;ваниль;кедр;сандал,Соединённые Штаты Америки,Coty
1822,Coty,Gravity,36 месяцев с момента апробирования,5 мл,621 р.,1992,восточные;древесные,белый перец;лайм;мандарин;шалфей,гвоздика;фрезия,ваниль;кожа;древесные ноты,Соединённые Штаты Америки,Coty
1823,Coty,Route-66,36 месяцев с момента апробирования,0,0,1995,фужерные;восточные;табачные,ананас;бергамот,гальбанум;герань;лаванда;розмарин;тархун,бобы тонка;пачули;сандал;табак,Соединённые Штаты Америки,Coty
1824,Coty,Musk-for-Men,36 месяцев с момента апробирования,3 мл,392 р.,2010,восточные;древесные,цитрусы,амбра,мускус;древесные ноты,Соединённые Штаты Америки,Coty
1825,New-York-Yankees,New-York-Yankees-For-Men,36 месяцев с момента апробирования,100 мл,3 436 р.,2016,цветочные;водяные,бергамот;жасмин;нероли;лён,кориандр;роза;фиалка;фрезия;цикламен;водные ноты,амбра;белый мускус;дубовый мох;кедр;пачули,Соединённые Штаты Америки,Cloudbreak
1826,Esprit,Connect,36 месяцев с момента апробирования,0,0,2007,цветочные;ароматические,амбра;ананас;белый мускус;бергамот;бобы тонка;герань;кедр;лаванда;лотос;морские ноты;роза;розмарин;тиковое дерево,бергамот;герань;лаванда;розмарин,белый мускус;бобы тонка;кедр,Германия,Coty
1827,Esprit,Celebration,36 месяцев с момента апробирования,0,0,2008,древесные,бергамот;кардамон;лаванда,белая роза;герань;шалфей,амбра;ветивер;пачули,Германия,Coty
1828,Esprit,Celebration-Happy-Vibes-Esprit,36 месяцев с момента апробирования,0,0,2010,фужерные;древесные,амбра;ветивер;пачули,герань;роза;шалфей,бергамот;зеленый кардамон;лаванда,Германия,Coty
1829,Esprit,Dynamic-Life,36 месяцев с момента апробирования,0,0,2008,пряные;древесные,бергамот;грейпфрут;кардамон;киви;лаванда;мандарин;мята,мускатный орех;перец;лист ананаса,амбра;бобы тонка;ветивер;мускус;сандал;тиковое дерево,Германия,Coty
1830,Esprit,Jeans-Style-Esprit,36 месяцев с момента апробирования,0,0,2011,фужерные;фруктовые,ананас;бергамот,ваниль;корица;яблоко,лакричник;мускус;шалфей,Германия,Coty
1831,Esprit,Groovy-Life-Summer-Edition,36 месяцев с момента апробирования,0,0,2009,фужерные;древесные,грейпфрут;зеленое яблоко;паприка,герань;лаванда;мускатный шалфей,ветивер;мускус;сандал,Германия,Coty
1832,Esprit,Horizon,36 месяцев с момента апробирования,0,0,2006,восточные,черная ваниль;элеми,береза;бобы тонка;лаванда,корица;мускатный орех;мускус,Германия,Coty
1833,Esprit,Collection,36 месяцев с момента апробирования,0,0,,цветочные;древесные,базилик;бергамот;ревень,мускатный шалфей;розмарин,амбра;ветивер,Германия,Coty
1834,Esprit,Imagine-Esprit1,36 месяцев с момента апробирования,50 мл,1 373 р.,2010,цветочные;свежие,герань;фиалка,ветивер;лимон,горький апельсин,Германия,Coty
1835,Esprit,Life-By-Esprit-Men,36 месяцев с момента апробирования,0,0,2006,древесные;пряные,горький апельсин;зеленое яблоко,тиковое дерево,амбра;грейпфрут,Германия,Coty
1836,Esprit,Vip-Life-For-Him,36 месяцев с момента апробирования,0,0,2009,восточные;пряные,бергамот;грейпфрут;красное яблоко,анис;гвоздика;лаванда;мускатный орех,ваниль,Германия,Coty
1837,Spagnolo,Autentico,36 месяцев с момента апробирования,0,0,2014,цитрусовые;кожаные,бергамот;лимон;мандарин;розовый перец,жасмин;морские ноты;мускатный орех,замша;пачули;уд,Испания,
1838,Spagnolo,Sport,36 месяцев с момента апробирования,0,0,2014,акватические;древесные,цитрусы;водные ноты,кедр;черный перец,амбра;ветивер;мускус,Испания,
1839,Kanebo,Men-Goce,36 месяцев с момента апробирования,5 мл,7 625 р.,1991,восточные;пряные;древесные,мята,ветивер;дубовый мох;маракуйя;шалфей,мускус;сандал,Япония,Kao
1840,Kanebo,Valcan,36 месяцев с момента апробирования,0,0,1976,цветочные;древесные,бергамот;лайм;лимон;альдегиды;зеленые ноты,базилик;гвоздика;жасмин;кедр;роза;сандал,амбра;бобы тонка;мох;мускус,Япония,Kao
1841,Kanebo,Eroica,36 месяцев с момента апробирования,120 мл,15 797 р.,1970,шипровые;табачные,бергамот;лаванда;лимон;альдегиды;петитгрейн,жасмин;ирис;роза,амбра;бобы тонка;ваниль;дубовый мох;мускус;табак,Япония,Kao
1842,Marc-de-la-Morandiere,Gengis-Khan,36 месяцев с момента апробирования,5 мл,4 796 р.,1989,восточные;древесные,бергамот;лаванда;лимон;можжевельник;мускатный орех;мята;перец;чабрец;гвоздика (пряность),жасмин;ландыш;роза,бензоин;ветивер;иглы сосны;олибанум;пачули,Франция,
1843,Marc-de-la-Morandiere,Pour-Monsieur-Marc-de-la-Morandiere,36 месяцев с момента апробирования,0,0,,фужерные;древесные,апельсин;бергамот;итальянский мандарин;лимон;мята;цитрусы;петитгрейн,герань;лаванда;мускатный орех;перец;иланг-иланг;цветочные ноты,белый кедр;ваниль;дубовый мох;сандал;гваяк,Франция,
1844,Parade-of-stars,Charle-Style-Platinum,36 месяцев с момента апробирования,0,0,2016,древесные;пряные,лаванда;нероли;розмарин;петитгрейн,гальбанум;герань;жасмин;мускатный шалфей,амбра;белый кедр;ветивер;дубовый мох;сандал,Россия,
1845,Parade-of-stars,Charle-Style-Black-Label,36 месяцев с момента апробирования,0,0,2010,ароматические,ароматические ноты,ароматические ноты,ароматические ноты,Россия,
1846,Parade-of-stars,Charle-Style-King-Size,36 месяцев с момента апробирования,0,0,2014,ароматические,цитрусы,морские ноты,древесные ноты,Россия,
1847,Parade-of-stars,Charle-Style-Aqua-Energy,36 месяцев с момента апробирования,0,0,2011,ароматические,бергамот;грейпфрут;чай,лаванда;мускатный шалфей,кедр;мускус,Россия,
1848,Parade-of-stars,Charle-Style-Batman,36 месяцев с момента апробирования,0,0,2011,пряные;свежие,арбуз;базилик;бергамот,лаванда;перец;шафран,дубовый мох;кедр;мускус,Россия,
1849,Parade-of-stars,Charle-Number-One,36 месяцев с момента апробирования,0,0,2014,ароматические,ароматические ноты,ароматические ноты,ароматические ноты,Россия,
1850,Parade-of-stars,Jaguar-Jump-King,36 месяцев с момента апробирования,0,0,2016,древесные;пряные,анис;мандарин;шалфей,герань;мускатный орех;перец,бобы тонка;ветивер;пачули,Россия,
1851,Parade-of-stars,Jaguar-Noir,36 месяцев с момента апробирования,0,0,2012,цитрусовые;цветочные;древесные,бергамот;мандарин;петитгрейн,арбуз;лаванда;фиалка,дубовый мох;кедр;мускус,Россия,
1852,Parade-of-stars,Charle-Style-Noir,36 месяцев с момента апробирования,0,0,2012,фужерные,апельсин;бергамот;мята,лаванда;мускатный шалфей;розмарин,дубовый мох;кедр;пачули,Россия,
1853,Parade-of-stars,Jaguar-Jump-Dark-Blue,36 месяцев с момента апробирования,0,0,2011,пряные;свежие,бергамот;красная смородина;водные ноты,специи;шалфей,амбра;кедр;мускус,Россия,
